date, energy ,impact_e,lat,lat_dir,lon,lon_dir,alt,vel,
12/9/2008,34000000000,0.12,,,,,,,
11/24/2008,1.46E+11,0.42,57.9,S,146.1,E,34.8,23.7,
11/21/2008,1.42E+11,0.41,53.1,N,109.9,W,28.2,12.9,
11/18/2008,25000000000,0.089,29.4,S,75.9,E,35.2,22.4,
11/9/2008,2.22E+11,0.61,14.5,N,112.7,E,29.6,,
10/21/2008,46000000000,0.15,32.8,N,165.6,W,29.6,11.3,
10/10/2008,1.8E+11,0.51,57.3,S,17,E,21.4,,
10/7/2008,3.95E+11,1,20.9,N,31.4,E,38.9,13.3,
9/9/2008,59000000000,0.19,,,,,,,
8/16/2008,1.31E+11,0.38,11.3,N,97.2,E,,,
8/12/2008,20000000000,0.073,11.6,S,175,W,,,
8/7/2008,41000000000,0.14,18.5,N,180,E,45.4,13.8,
7/23/2008,1.21E+11,0.36,38.6,N,68,E,31.5,14.5,
7/22/2008,61000000000,0.2,17.8,S,89.2,W,54.4,,
7/11/2008,52000000000,0.17,,,,,,,
7/8/2008,66000000000,0.21,72.8,N,147.3,E,52.2,21.7,
7/1/2008,36000000000,0.12,37.1,N,115.7,W,36.1,9.8,
6/27/2008,1.72E+11,0.49,26.9,S,17.7,W,33.7,23.1,
6/18/2008,21000000000,0.076,6.1,N,103.1,E,,,
5/29/2008,21000000000,0.076,15.7,N,83.5,W,,,
5/24/2008,1.5E+11,0.43,0.8,N,162,E,37,14.2,
5/22/2008,21000000000,0.076,46.9,N,134.5,E,,,
5/6/2008,57000000000,0.18,,,,,,,
4/30/2008,20000000000,0.073,33.6,S,35.1,W,,,
4/6/2008,77000000000,0.24,,,,,,,
3/15/2008,50000000000,0.16,28,N,41.5,W,26.7,12.9,
2/24/2008,74000000000,0.23,,,,,,,
2/19/2008,20000000000,0.073,48.9,N,119.8,W,,,
2/18/2008,50000000000,0.16,,,,,,,
2/17/2008,1.1E+11,0.33,74.9,N,73.4,W,40.4,13.9,
2/16/2008,71000000000,0.22,,,,,,,
1/18/2008,44000000000,0.15,,,,,,,
1/9/2008,41000000000,0.14,66.8,S,67.3,W,31.5,11.6,
12/26/2007,1.36E+11,0.4,61.6,S,158.9,W,,,
12/20/2007,1.22E+11,0.36,51.3,N,115.4,E,,,
10/25/2007,58000000000,0.19,40.9,S,91.3,E,46.3,,
10/12/2007,33000000000,0.11,88.5,N,116.6,E,37,18.4,
10/7/2007,58000000000,0.19,35.2,S,125.6,E,,,
9/22/2007,2.37E+11,0.65,49.2,S,85.5,W,30.2,16.9,
6/11/2007,49000000000,0.16,23.4,S,170.9,W,35.2,17,
6/8/2007,2.35E+11,0.65,52,S,175.3,E,38.9,,
6/7/2007,31000000000,0.11,21.9,N,53.1,E,29.6,,
5/16/2007,38000000000,0.13,4.5,S,111.7,E,,,
5/16/2007,4E+11,1,42.4,S,164,E,31.5,,
5/4/2007,1.75E+11,0.5,22.9,N,109.4,E,48,,
4/18/2007,1.12E+11,0.33,83.7,S,171.2,W,38,24.4,
4/16/2007,24000000000,0.086,,,,,,,
3/17/2007,40000000000,0.13,7.1,N,4.1,E,32.5,14.5,
3/15/2007,25000000000,0.089,44.1,S,148.4,W,,,
3/7/2007,27000000000,0.095,,,,,,,
2/2/2007,3.4E+11,0.89,24,N,37.2,W,35.5,,
1/26/2007,1.47E+11,0.43,3.7,N,99.7,E,,,
1/22/2007,76000000000,0.24,45.4,N,53.5,E,32,13.4,
1/18/2007,32000000000,0.11,5.3,N,164.3,W,34.1,,
1/17/2007,5.48E+11,1.4,8.7,S,50.8,E,33.3,,
1/1/2007,36000000000,0.12,44.4,N,116.5,E,53,,
12/9/2006,7.41E+12,14,26.2,N,26,E,26.5,15.9,
12/7/2006,21000000000,0.076,14,N,140,W,,,
12/1/2006,63000000000,0.2,13,S,30.7,E,,,
11/13/2006,23000000000,0.082,44,S,43.3,E,,,
10/24/2006,2.25E+11,0.62,1.9,S,2.7,W,43,,
10/14/2006,2.58E+11,0.7,49.4,N,175,W,44.4,23.9,
10/9/2006,41000000000,0.14,47,S,78.9,E,22.2,,
10/7/2006,41000000000,0.14,23,S,61.8,W,40.7,,
10/2/2006,90000000000,0.28,14,N,53.1,E,42,,
9/27/2006,1.07E+11,0.32,32,S,60.2,E,48.1,,
9/23/2006,1.21E+11,0.36,29,S,108,W,,,
9/2/2006,22000000000,0.079,,,,,,,
9/2/2006,1.23E+12,2.8,14,S,109.1,E,44.1,14.2,
8/29/2006,92000000000,0.28,44,S,162,W,40.7,,
8/18/2006,32000000000,0.11,43,S,33.4,E,47.2,,
8/17/2006,2.56E+11,0.7,11,S,165.7,E,48.2,,
8/15/2006,47000000000,0.16,4.9,N,49.6,E,32.7,,
8/9/2006,1.02E+12,2.4,23.1,S,53.7,E,37,,
7/15/2006,85000000000,0.26,78.3,S,5,W,29.6,12.4,
7/15/2006,1.63E+11,0.47,31.1,N,45.6,E,38.9,30.2,
6/7/2006,59000000000,0.19,69.2,N,22.5,E,40.7,19.6,
5/28/2006,26000000000,0.092,,,,,,,
5/21/2006,2.63E+11,0.71,11.6,S,25.5,W,,,
5/7/2006,30000000000,0.1,,,,,,,
5/6/2006,1.28E+11,0.38,60.2,S,152.3,W,35.2,,
4/25/2006,20000000000,0.073,,,,,,,
4/8/2006,1.27E+11,0.37,17.3,N,113.2,W,33.3,,
4/4/2006,2.4E+12,5,26.6,N,26.6,W,25,,
3/14/2006,1.44E+11,0.42,7,N,64.6,W,35.2,,
2/26/2006,70000000000,0.22,,,,,,,
2/6/2006,1.19E+12,2.7,54.5,S,18.1,E,35.2,,
2/4/2006,1E+11,0.3,36.9,N,143.6,W,38.9,19.8,
1/28/2006,7.4E+11,1.8,51.7,S,56.4,E,37,18.7,
1/27/2006,45000000000,0.15,58.7,N,74.7,E,20,,
1/26/2006,53000000000,0.17,79.8,S,111,W,37,,
1/10/2006,28000000000,0.098,29.8,N,12.7,W,32.4,16.9,
1/8/2006,94000000000,0.29,7.6,N,28.2,W,,,
12/29/2005,1.9E+11,0.53,3,S,154.9,W,42.2,20.7,
12/24/2005,1.81E+11,0.51,54,S,17.3,E,66,,
12/3/2005,88000000000,0.27,33.8,S,117.4,E,32.2,17,
12/1/2005,32000000000,0.11,6.4,S,155.8,W,,,
11/29/2005,32000000000,0.11,7.6,N,58.2,W,59.3,,
11/15/2005,25000000000,0.089,26.3,N,113.4,W,32.4,,
11/11/2005,42000000000,0.14,21.4,N,134.1,W,29.6,,
11/9/2005,73000000000,0.23,31,S,145.9,E,30.7,13.8,
11/2/2005,32000000000,0.11,33.9,N,154.9,W,68.5,,
11/2/2005,67000000000,0.21,22.9,N,123.8,W,74,,
10/26/2005,1.38E+11,0.4,36.3,S,80.5,W,16.7,,
9/30/2005,22000000000,0.079,2.8,S,84.1,W,53,,
9/14/2005,25000000000,0.089,11.6,N,27.3,E,33.3,,
9/2/2005,82000000000,0.25,13.5,N,73.1,E,,,
8/20/2005,27000000000,0.095,,,,,,,
8/9/2005,25000000000,0.089,21.5,S,56.2,E,37,16.9,
7/1/2005,31000000000,0.11,49.8,S,33.1,E,50,,
6/18/2005,23000000000,0.082,47.9,N,85.6,E,,,
6/5/2005,41000000000,0.14,34.8,N,90.9,E,,,
6/3/2005,82000000000,0.25,31,S,90.3,W,29.6,26.2,
5/27/2005,20000000000,0.073,48.9,S,145.1,E,50.5,,
5/14/2005,1.29E+11,0.38,,,,,,,
5/7/2005,26000000000,0.092,75.8,S,163.7,E,15.2,16.6,
5/2/2005,46000000000,0.15,17.7,N,36,E,,,
4/22/2005,22000000000,0.079,20.9,N,36.7,W,37,,
4/19/2005,2.32E+11,0.64,50.2,S,146.4,W,38.5,16.8,
4/16/2005,20000000000,0.073,,,,,,,
4/15/2005,21000000000,0.076,43.8,S,73.9,W,39,,
4/14/2005,71000000000,0.22,4.9,N,176,W,26.5,,
4/11/2005,1.06E+11,0.32,34.2,S,95.7,W,37,,
4/6/2005,29000000000,0.1,42.7,S,154.6,E,70,,
4/5/2005,35000000000,0.12,,,,,,,
4/3/2005,2.19E+11,0.61,1,S,112.4,E,59.2,,
4/2/2005,2.04E+11,0.57,14.1,N,169.7,E,27.2,,
3/31/2005,38000000000,0.13,42.8,N,36.2,W,,,
3/18/2005,27000000000,0.095,9.7,S,34.7,W,33,,
3/12/2005,22000000000,0.079,,,,,,,
3/9/2005,53000000000,0.17,21.4,S,157.9,W,44.4,,
3/9/2005,40000000000,0.13,14.3,N,142.7,E,30.7,,
3/6/2005,55000000000,0.18,,,,,,,
2/17/2005,1E+11,0.3,48,N,161.5,W,42.5,,
1/19/2005,1.41E+11,0.41,27.5,S,164.9,W,40.7,,
1/2/2005,1.19E+11,0.35,21.3,S,154.7,E,35.2,21.5,
1/1/2005,4.54E+11,1.2,32.7,N,12.4,E,31.8,,
12/29/2004,90000000000,0.28,8.5,S,171.8,E,,,
12/13/2004,39000000000,0.13,9.7,S,155.3,E,,,
12/11/2004,30000000000,0.1,36,N,104.1,E,,,
11/30/2004,1.81E+11,0.51,61,N,171,W,,,
11/17/2004,1.86E+11,0.52,,,,,,,
10/14/2004,93000000000,0.28,,,,,,,
10/10/2004,30000000000,0.1,,,,,,,
10/7/2004,1.04E+13,18,27.3,S,71.5,E,35,19.2,
10/4/2004,71000000000,0.22,3.7,N,150.9,W,,,
9/28/2004,62000000000,0.2,0.2,N,101.1,W,,,
9/3/2004,7.26E+12,13,67.7,S,18.2,E,31.5,,
8/22/2004,1.44E+12,3.2,51.9,S,22.7,E,37,,
7/29/2004,25000000000,0.089,,,,,,,
7/25/2004,1.97E+11,0.55,,,,,,,
7/22/2004,35000000000,0.12,,,,,,,
7/16/2004,29000000000,0.1,,,,,,,
7/4/2004,79000000000,0.25,,,,,,,
7/3/2004,65000000000,0.21,,,,,,,
6/12/2004,1.04E+11,0.31,21.7,N,175.3,E,,,
6/11/2004,1.04E+11,0.31,,,,,,,
6/5/2004,1.81E+12,3.9,1.3,N,174.4,W,43,19.5,
6/4/2004,3.39E+11,0.89,,,,,,,
6/3/2004,47000000000,0.16,,,,,,,
6/3/2004,54000000000,0.18,48.9,N,120.4,W,,,
5/18/2004,3.94E+11,1,28.1,S,47.4,W,,,
5/17/2004,55000000000,0.18,18.9,S,28.3,E,44,,
5/6/2004,49000000000,0.16,,,,,,,
4/23/2004,56000000000,0.18,,,,,,,
4/22/2004,1.39E+11,0.41,15.2,S,55.1,E,,,
4/22/2004,6.24E+11,1.5,44.3,S,83.3,E,29.6,16.3,
4/6/2004,4.33E+11,1.1,12,S,162.8,E,35,25.6,
3/26/2004,24000000000,0.086,7.6,S,155.1,E,46,,
3/25/2004,21000000000,0.076,4.8,S,21,E,,,
2/27/2004,60000000000,0.19,,,,,,,
2/2/2004,30000000000,0.1,18.3,S,52.3,E,,,
1/22/2004,2.32E+11,0.64,50.6,S,157.8,E,37,,
1/17/2004,28000000000,0.098,,,,,,,
1/16/2004,98000000000,0.3,,,,,,,
1/2/2004,1.34E+11,0.39,28.2,S,3.2,E,63,,
12/9/2003,6.43E+11,1.6,67.1,S,90.8,W,,,
11/26/2003,35000000000,0.12,22.9,S,22.7,E,32,,
11/10/2003,5.18E+11,1.3,64.5,S,136.2,E,23,20.1,
11/1/2003,73000000000,0.23,51.4,S,151.7,E,,,
10/16/2003,2.85E+11,0.77,,,,,,,
10/13/2003,30000000000,0.1,,,,,,,
10/7/2003,37000000000,0.13,,,,,,,
9/27/2003,2.15E+12,4.6,21,N,86.6,E,26,18.2,
9/22/2003,33000000000,0.11,,,,,,,
9/21/2003,20000000000,0.073,,,,,,,
9/20/2003,30000000000,0.1,,,,,,,
9/2/2003,3.85E+11,1,51.3,N,161,W,,,
8/26/2003,72000000000,0.23,,,,,,,
8/26/2003,2.49E+11,0.68,,,,,,,
8/17/2003,6.47E+11,1.6,39,S,34,E,,,
8/1/2003,21000000000,0.076,,,,,,,
7/21/2003,58000000000,0.19,,,,,,,
6/22/2003,21000000000,0.076,,,,,,,
6/21/2003,38000000000,0.13,,,,,,,
6/16/2003,65000000000,0.21,,,,,,,
6/10/2003,32000000000,0.11,41.8,S,122.9,E,,,
5/27/2003,68000000000,0.22,5.2,N,166.2,E,,,
5/19/2003,5.21E+11,1.3,,,,,,,
5/18/2003,21000000000,0.076,,,,,,,
5/15/2003,43000000000,0.14,54,N,80.4,W,,,
4/28/2003,23000000000,0.082,,,,,,,
4/13/2003,1.75E+11,0.5,14.8,N,64.5,E,17,,
4/7/2003,22000000000,0.079,18.4,S,162.6,E,,,
4/1/2003,31000000000,0.11,,,,,,,
3/27/2003,1.42E+11,0.41,41.4,N,87.7,W,45,,
2/25/2003,33000000000,0.11,40,N,116,E,,,
2/12/2003,79000000000,0.25,,,,,,,
2/12/2003,1.2E+11,0.36,31.5,S,107.5,E,,,
2/6/2003,1.97E+11,0.55,62.9,S,113.9,W,,,
2/5/2003,1.03E+11,0.31,,,,,,,
2/4/2003,1.35E+11,0.4,59.9,S,41,E,,,
1/30/2003,1.07E+11,0.32,,,,,,,
11/28/2002,46000000000,0.15,,,,,,,
11/21/2002,2.4E+11,0.66,1.4,S,154,W,,,
11/12/2002,43000000000,0.14,21.1,S,6.8,W,,,
11/10/2002,4.6E+11,1.2,16,N,166,W,,,
10/9/2002,49000000000,0.16,4.3,S,175.9,W,,,
10/4/2002,1.17E+11,0.35,,,,,,,
9/24/2002,8.6E+11,2,57.9,N,112.9,E,,,
8/14/2002,90000000000,0.28,6.9,S,126.2,W,,,
8/11/2002,1.51E+12,3.3,18.2,S,159.4,E,,,
8/10/2002,25000000000,0.089,,,,,,,
7/25/2002,2.3E+11,0.63,28.7,S,47,E,,,
7/22/2002,53000000000,0.17,34,N,106.1,E,,,
6/29/2002,1.59E+11,0.46,,,,,,,
6/15/2002,29000000000,0.1,,,,,,,
6/13/2002,1.91E+11,0.54,24.9,S,111.4,E,,,
6/2/2002,4.5E+12,8.8,34,N,21,E,,,
4/3/2002,1.82E+11,0.51,5.3,S,27.1,E,,,
4/2/2002,32000000000,0.11,,,,,,,
3/28/2002,27000000000,0.095,,,,,,,
3/19/2002,83000000000,0.26,,,,,,,
3/19/2002,53000000000,0.17,,,,,,,
3/18/2002,20000000000,0.073,60.4,S,120.5,W,,,
3/9/2002,2.49E+11,0.68,6.9,N,147.3,W,,,
3/3/2002,82000000000,0.25,37.5,N,154,E,,,
3/1/2002,38000000000,0.13,29.2,N,66.8,W,,,
2/9/2002,70000000000,0.22,17.7,S,138.7,E,,,
2/1/2002,70000000000,0.22,60.7,N,116.6,E,,,
1/20/2002,1.04E+11,0.31,48.4,N,165,W,,,
1/3/2002,1.23E+11,0.36,,,,,,,
12/14/2001,1.51E+11,0.44,,,,,,,
12/12/2001,98000000000,0.3,,,,,,,
11/26/2001,1.92E+11,0.54,,,,,,,
11/13/2001,3.12E+11,0.83,,,,,,,
11/11/2001,1.3E+11,0.38,,,,,,,
10/27/2001,36000000000,0.12,52.7,N,3.8,E,,,
10/14/2001,89000000000,0.27,,,,,,,
10/12/2001,62000000000,0.2,,,,,,,
10/6/2001,1.58E+11,0.45,,,,,,,
9/25/2001,42000000000,0.14,,,,,,,
8/26/2001,38000000000,0.13,,,,,,,
8/18/2001,40000000000,0.13,,,,,,,
7/26/2001,3.26E+11,0.86,0.4,N,84.8,E,,,
7/23/2001,1.24E+12,2.8,41,N,77,W,,,
5/6/2001,50000000000,0.16,,,,,,,
4/27/2001,1.3E+11,0.38,,,,,,,
4/23/2001,4.6E+12,9,28,N,133.6,W,29,,
4/14/2001,24000000000,0.086,,,,,,,
4/13/2001,2.51E+11,0.68,15.3,S,162.4,E,,,
2/9/2001,1.08E+11,0.32,,,,,,,
2/4/2001,1.51E+11,0.44,64,S,97.3,E,,,
1/28/2001,1.08E+11,0.32,66,N,31.3,E,,,
12/15/2000,2.62E+11,0.71,41.3,N,95.2,E,,,
12/15/2000,27000000000,0.095,50.4,N,58.9,E,,,
11/28/2000,1.19E+11,0.35,,,,,,,
11/13/2000,66000000000,0.21,13.6,S,5.8,W,,,
11/6/2000,69000000000,0.22,52,S,22.2,W,,,
10/11/2000,81000000000,0.25,31.7,S,5.5,W,,,
9/24/2000,27000000000,0.095,,,,,,,
9/23/2000,22000000000,0.079,58.5,S,142.6,E,,,
9/19/2000,89000000000,0.27,3.2,S,133.8,W,,,
8/25/2000,1.385E+12,3.1,14.5,N,106.1,W,,,
8/13/2000,65000000000,0.21,36.7,N,127.8,W,,,
8/1/2000,1.82E+11,0.51,50.2,S,101.9,W,,,
7/31/2000,38000000000,0.13,15.7,N,138.5,W,,,
7/19/2000,1.07E+11,0.32,17.7,S,94.1,E,,,
7/9/2000,1.21E+11,0.36,,,,,,,
7/7/2000,65000000000,0.21,15,N,140.7,E,,,
6/27/2000,27000000000,0.095,34.9,N,36.8,E,,,
6/23/2000,20000000000,0.073,69.2,N,44,W,,,
6/22/2000,30000000000,0.1,32.9,N,159,E,,,
6/18/2000,1.33E+11,0.39,,,,,,,
6/14/2000,1.45E+11,0.42,28.1,N,107.3,E,48,,
6/4/2000,1.9E+11,0.53,,,,,,,
6/3/2000,30000000000,0.1,36.8,N,74.8,W,,,
6/2/2000,30000000000,0.1,27.5,S,18.9,W,,,
5/29/2000,60000000000,0.19,,,,,,,
5/6/2000,28000000000,0.098,49.9,N,18.4,E,,,
5/3/2000,59000000000,0.19,5,S,73,E,,,
4/21/2000,86000000000,0.27,,,,,,,
4/4/2000,23000000000,0.082,,,,,,,
3/28/2000,63000000000,0.2,1,N,98.3,E,,,
3/19/2000,49000000000,0.16,,,,,,,
3/6/2000,9.6E+11,2.2,58,N,175,E,,,
2/18/2000,3.62E+12,7.3,0.9,S,109.2,E,,,
2/17/2000,22000000000,0.079,14.2,N,115.9,E,,,
1/18/2000,1.05E+12,2.4,60.3,N,134.6,W,,,
1/18/2000,35000000000,0.12,24.3,N,94.9,W,,,
12/16/1999,67000000000,0.21,26.5,S,11.3,W,,,
12/11/1999,2.73E+11,0.74,,,,,,,
12/10/1999,28000000000,0.098,,,,,,,
12/3/1999,42000000000,0.14,,,,,,,
12/1/1999,23000000000,0.082,,,,,,,
11/30/1999,45000000000,0.15,,,,,,,
11/15/1999,74000000000,0.23,8.1,S,75.4,E,,,
11/7/1999,89000000000,0.27,2.3,S,77.4,W,,,
10/26/1999,86000000000,0.27,13.7,N,70.8,W,,,
9/8/1999,28000000000,0.098,22.4,N,0.2,E,,,
9/8/1999,90000000000,0.28,32.5,N,104.6,E,32,,
8/16/1999,36000000000,0.12,35,N,107.2,W,,,
8/6/1999,68000000000,0.22,,,,,,,
8/3/1999,3.56E+11,0.93,64.7,S,18.8,W,,,
7/10/1999,3.26E+11,0.86,37.8,S,39.6,E,52,,
7/7/1999,1.4E+11,0.41,39.5,S,174.4,E,,,
6/25/1999,1.24E+11,0.37,50,N,121,E,69,,
5/23/1999,26000000000,0.092,16.4,S,116.3,W,,,
4/26/1999,92000000000,0.28,22.5,S,6.5,E,,,
4/26/1999,33000000000,0.11,32.8,S,159.1,E,,,
3/31/1999,2.34E+11,0.64,17.9,S,22.6,E,,,
3/28/1999,3.04E+11,0.81,0.8,N,97.6,E,,,
3/2/1999,59000000000,0.19,18.9,N,50.5,E,,,
2/18/1999,1.54E+11,0.44,54.9,S,64.6,W,,,
2/1/1999,28000000000,0.098,80,N,154.2,E,,,
1/19/1999,24000000000,0.086,7.9,N,85.8,E,,,
1/14/1999,5.06E+12,9.8,44,S,129.7,W,32,,
1/12/1999,43000000000,0.14,,,,,,,
1/11/1999,24000000000,0.086,,,,,,,
1/2/1999,35000000000,0.12,47,N,103,E,65,,
12/22/1998,27000000000,0.095,,,,,,,
11/23/1998,25000000000,0.089,82.3,N,160.1,E,,,
11/11/1998,6.56E+11,1.6,6.5,N,156.4,E,,,
10/3/1998,32000000000,0.11,,,,,,,
9/4/1998,1.28E+11,0.38,,,,,,,
9/1/1998,24000000000,0.086,34.6,N,23.6,E,,,
8/30/1998,41000000000,0.14,,,,,,,
8/8/1998,23000000000,0.082,,,,,,,
7/28/1998,63000000000,0.2,,,,,,,
3/24/1998,27000000000,0.095,,,,,,,
3/22/1998,1.4E+11,0.41,1.4,N,26.6,E,,,
1/8/1998,62000000000,0.2,,,,,,,
1/4/1998,74000000000,0.23,35.1,S,33.4,E,30,17.1,
12/28/1997,31000000000,0.11,23.1,S,152.4,E,,,
12/9/1997,2.7E+11,0.73,62.7,N,49.9,W,,,
11/7/1997,8E+11,1.9,57.3,S,167.2,E,,,
10/9/1997,1.9E+11,0.53,31.8,N,106,W,37,,
10/1/1997,62000000000,0.2,46.7,N,108.9,E,,,
9/30/1997,23000000000,0.082,38.1,S,63.9,E,,,
9/5/1997,1.9E+11,0.53,31.1,S,56.4,E,,,
8/20/1997,26000000000,0.092,,,,,,,
8/15/1997,22000000000,0.079,,,,,,,
7/30/1997,50000000000,0.16,,,,,,,
7/4/1997,27000000000,0.095,15.8,S,175.8,W,,,
5/22/1997,45000000000,0.15,,,,,,,
4/27/1997,3.25E+11,0.86,16.7,N,87.5,E,,,
2/19/1997,1.4E+11,0.41,16.3,S,87.7,W,,,
2/15/1997,1.5E+11,0.43,35.5,N,115.6,E,,,
2/6/1997,26000000000,0.092,,,,,,,
1/28/1997,24000000000,0.086,,,,,,,
1/23/1997,2.7E+11,0.73,15,S,94.2,E,,,
1/22/1997,4.8E+11,1.2,32.2,N,29,E,,,
1/4/1997,43000000000,0.14,25.7,N,5.3,W,,,
1/3/1997,3.5E+11,0.92,,,,,,,
12/17/1996,41000000000,0.14,34.1,N,37.2,W,,,
12/10/1996,2.5E+11,0.68,,,,,,,
12/4/1996,49000000000,0.16,,,,,,,
12/1/1996,62000000000,0.2,,,,,,,
11/22/1996,68000000000,0.22,,,,,,,
11/8/1996,61000000000,0.2,,,,,,,
10/30/1996,21000000000,0.076,2.1,S,123.1,W,,,
10/28/1996,43000000000,0.14,27.4,N,79.4,W,,,
10/23/1996,44000000000,0.15,47.3,S,20.6,E,,,
10/19/1996,1.3E+11,0.38,29.7,N,34.7,W,,,
10/7/1996,45000000000,0.15,,,,,,,
10/5/1996,2.5E+11,0.68,49.6,S,145.9,E,,,
8/17/1996,34000000000,0.12,,,,,,,
8/15/1996,84000000000,0.26,,,,,,,
8/9/1996,30000000000,0.1,,,,,,,
8/7/1996,1.5E+11,0.43,,,,,,,
8/6/1996,1.3E+11,0.38,,,,,,,
8/5/1996,2.2E+11,0.61,,,,,,,
8/5/1996,80000000000,0.25,,,,,,,
7/17/1996,50000000000,0.16,31.8,N,111.4,E,,,
7/12/1996,32000000000,0.11,20.7,N,93.6,W,,,
6/25/1996,21000000000,0.076,,,,,,,
5/8/1996,28000000000,0.098,,,,,,,
5/1/1996,35000000000,0.12,,,,,,,
3/31/1996,27000000000,0.095,,,,,,,
3/30/1996,1.2E+11,0.36,31.1,S,84.3,W,,,
3/29/1996,1.28E+11,0.38,21.5,N,158.1,W,,,
3/25/1996,44000000000,0.15,,,,,,,
3/13/1996,2.3E+11,0.63,,,,,,,
2/16/1996,55000000000,0.18,,,,,,,
2/15/1996,50000000000,0.16,76,N,127,W,,,
1/18/1996,1.2E+11,0.36,,,,,,,
1/15/1996,2.6E+11,0.71,59.8,S,175.8,E,,,
12/27/1995,22000000000,0.079,,,,,,,
12/22/1995,4.5E+11,1.1,70.2,S,73.3,W,,,
12/9/1995,1.2E+11,0.36,2.9,S,79,W,,,
11/25/1995,29000000000,0.1,,,,,,,
11/13/1995,21000000000,0.076,,,,,,,
10/1/1995,35000000000,0.12,,,,,,,
9/9/1995,5E+11,1.3,,,,,,,
8/24/1995,1.2E+11,0.36,,,,,,,
8/17/1995,1.6E+11,0.46,,,,,,,
8/6/1995,55000000000,0.18,,,,,,,
8/5/1995,2E+11,0.56,11.6,N,104.3,W,,,
7/11/1995,1.3E+11,0.38,28.5,S,93.3,E,,,
7/9/1995,25000000000,0.089,0.9,S,66.3,E,,,
7/7/1995,1.4E+11,0.41,40.2,N,76.1,W,,,
6/9/1995,25000000000,0.089,,,,,,,
4/2/1995,25000000000,0.089,,,,,,,
2/16/1995,60000000000,0.19,16.7,N,141.7,W,,,
1/18/1995,70000000000,0.22,51.5,N,115.4,E,,,
1/10/1995,25000000000,0.089,,,,,,,
1/2/1995,30000000000,0.1,,,,,,,
12/18/1994,50000000000,0.16,,,,,,,
12/16/1994,50000000000,0.16,42.2,S,27.6,E,,,
11/3/1994,2.35E+12,5,6.5,N,89,E,,,
11/1/1994,1E+12,2.3,1.5,S,84.5,W,,,
10/27/1994,3.2E+11,0.85,,,,,,,
10/20/1994,87000000000,0.27,45.2,S,1.9,W,,,
10/8/1994,66000000000,0.21,,,,,,,
9/22/1994,67000000000,0.21,,,,,,,
8/15/1994,1.64E+11,0.47,,,,,,,
6/15/1994,41000000000,0.14,45,N,73.5,W,,,
6/3/1994,5.09E+11,1.3,,,,,,,
5/29/1994,3.84E+11,1,52.8,N,2.3,E,,,
2/1/1994,1.82E+13,30,2.7,N,164.1,E,,,
11/29/1993,26000000000,0.092,26.5,N,78.3,E,,,
10/31/1993,40000000000,0.13,51.3,N,100.9,W,,,
10/4/1991,5.5E+11,1.4,78.7,N,6.3,E,,,
10/1/1990,2.5E+12,5.2,7.5,N,142.8,E,,,
4/15/1988,7.58E+12,14,4.1,S,124.3,E,,,
